team1,team2,home_team,team1_score,year,week,postseason,Att_x,Cmp,Cmp %,Yds/Att,Pass Yds,TD_x,INT,Rate,1st,1st%,20+_x,40+_x,Sck,SckY,Att_y,Rush Yds,YPC,TD_y,20+_y,40+_y,Rush 1st,Rush 1st%,Rush FUM,FGM,FG %,XPM,XP Pct,KRet TD,PRet T,allowed_Att_x,allowed_Cmp,allowed_Cmp %,allowed_Yds/Att,allowed_Yds,allowed_TD_x,allowed_INT_x,allowed_1st,allowed_1st%,allowed_Sck,allowed_Att_y,allowed_Rush Yds,allowed_YPC,allowed_TD_y,allowed_Rush 1st,allowed_Rush 1st%,allowed_FF,allowed_FR,allowed_FR TD,allowed_INT_y,allowed_INT TD,allowed_INT Yds
Seahawks,Falcons,1,23,2022,3,0,573.0,399.0,69.6,7.5,4282.0,30.0,12.0,100.0,206.0,36.0,50.0,6.0,46.0,348.0,425.0,2042.0,4.8,12.0,18.0,4.0,106.0,24.9,5.0,34.0,91.9,41.0,97.6,0.0,0.0,561.0,372.0,66.3,7.0,3942.0,26.0,10.0,200.0,35.6,21.0,500.0,2214.0,4.4,15.0,136.0,27.2,8.0,6.0,0.0,10.0,1.0,124.0
Falcons,Seahawks,0,27,2022,3,0,415.0,257.0,61.9,7.0,2927.0,17.0,9.0,87.7,148.0,35.7,37.0,5.0,37.0,228.0,559.0,2718.0,4.9,17.0,17.0,4.0,152.0,27.2,8.0,32.0,86.5,33.0,94.3,1.0,0.0,547.0,343.0,62.7,6.6,3595.0,23.0,14.0,188.0,34.4,45.0,525.0,2554.0,4.9,21.0,130.0,24.8,18.0,11.0,0.0,14.0,1.0,163.0
Buccaneers,Packers,1,12,2022,3,0,751.0,499.0,66.4,6.3,4746.0,26.0,10.0,89.8,240.0,32.0,50.0,8.0,22.0,160.0,386.0,1308.0,3.4,5.0,3.0,0.0,79.0,20.5,5.0,31.0,81.6,24.0,96.0,0.0,0.0,478.0,314.0,65.7,7.0,3349.0,22.0,17.0,163.0,34.1,34.0,479.0,2372.0,5.0,18.0,129.0,26.9,12.0,7.0,0.0,17.0,2.0,351.0
Packers,Buccaneers,0,14,2022,3,0,563.0,364.0,64.6,6.9,3890.0,27.0,12.0,91.9,186.0,33.0,55.0,7.0,32.0,258.0,456.0,2113.0,4.6,12.0,10.0,1.0,116.0,25.4,5.0,25.0,86.2,37.0,94.9,1.0,0.0,570.0,364.0,63.9,6.1,3461.0,29.0,10.0,186.0,32.6,45.0,458.0,2052.0,4.5,12.0,103.0,22.5,12.0,10.0,0.0,10.0,1.0,140.0
Broncos,49ers,1,11,2022,3,0,571.0,345.0,60.4,7.0,4007.0,18.0,15.0,81.2,166.0,29.1,55.0,12.0,63.0,415.0,444.0,1935.0,4.4,11.0,7.0,1.0,105.0,23.6,10.0,28.0,77.8,25.0,92.6,0.0,0.0,593.0,389.0,65.6,6.4,3789.0,20.0,20.0,188.0,31.7,44.0,389.0,1321.0,3.4,11.0,77.0,19.8,16.0,10.0,1.0,20.0,2.0,305.0
49ers,Broncos,0,10,2022,3,0,512.0,338.0,66.0,7.9,4049.0,30.0,9.0,102.2,188.0,36.7,56.0,6.0,31.0,193.0,504.0,2360.0,4.7,20.0,19.0,4.0,132.0,26.2,7.0,27.0,84.4,51.0,96.2,0.0,0.0,605.0,392.0,64.8,5.9,3574.0,20.0,15.0,180.0,29.8,36.0,438.0,1866.0,4.3,12.0,109.0,24.9,16.0,8.0,0.0,15.0,0.0,89.0
Giants,Cowboys,1,16,2022,3,0,520.0,346.0,66.5,6.6,3431.0,17.0,6.0,91.1,170.0,32.7,28.0,5.0,49.0,274.0,520.0,2519.0,4.8,21.0,15.0,2.0,150.0,28.8,5.0,29.0,90.6,32.0,94.1,0.0,0.0,550.0,345.0,62.7,6.2,3415.0,23.0,16.0,174.0,31.6,54.0,497.0,2198.0,4.4,9.0,119.0,23.9,22.0,17.0,3.0,16.0,0.0,60.0
Cowboys,Giants,0,23,2022,3,0,556.0,355.0,63.8,7.0,3911.0,28.0,18.0,87.9,194.0,34.9,50.0,5.0,27.0,175.0,531.0,2298.0,4.3,24.0,17.0,3.0,129.0,24.3,2.0,29.0,90.6,50.0,94.3,0.0,0.0,568.0,349.0,61.4,6.4,3638.0,21.0,6.0,200.0,35.2,41.0,469.0,2451.0,5.2,16.0,134.0,28.6,20.0,13.0,1.0,6.0,1.0,97.0
Bengals,Dolphins,1,27,2022,4,0,610.0,418.0,68.5,7.4,4520.0,35.0,12.0,101.0,221.0,36.2,54.0,10.0,44.0,280.0,399.0,1528.0,3.8,14.0,7.0,1.0,96.0,24.1,0.0,24.0,82.8,40.0,90.9,0.0,0.0,624.0,416.0,66.7,6.4,3992.0,27.0,8.0,200.0,32.0,40.0,422.0,1751.0,4.2,15.0,98.0,23.2,13.0,6.0,2.0,8.0,0.0,115.0
Dolphins,Bengals,0,15,2022,4,0,584.0,368.0,63.0,8.2,4765.0,30.0,15.0,95.0,220.0,37.7,62.0,14.0,35.0,254.0,390.0,1686.0,4.3,12.0,10.0,1.0,93.0,23.8,5.0,26.0,81.2,41.0,93.2,0.0,0.0,559.0,329.0,58.9,6.6,3665.0,17.0,13.0,173.0,31.0,30.0,407.0,1706.0,4.2,12.0,102.0,25.1,14.0,10.0,1.0,13.0,0.0,133.0
Saints,Vikings,1,25,2022,4,0,512.0,338.0,66.0,7.8,3969.0,24.0,14.0,93.6,181.0,35.4,45.0,13.0,38.0,277.0,465.0,1982.0,4.3,12.0,7.0,3.0,103.0,22.2,8.0,23.0,74.2,33.0,100.0,0.0,0.0,617.0,408.0,66.1,7.3,4515.0,23.0,15.0,224.0,36.3,38.0,463.0,2093.0,4.5,18.0,113.0,24.4,11.0,10.0,1.0,15.0,0.0,186.0
Vikings,Saints,0,28,2022,4,0,672.0,448.0,66.7,7.2,4818.0,30.0,15.0,93.1,244.0,36.3,50.0,10.0,47.0,334.0,404.0,1661.0,4.1,18.0,5.0,3.0,93.0,23.0,5.0,26.0,78.8,40.0,87.0,1.0,0.0,536.0,322.0,60.1,5.8,3134.0,17.0,7.0,159.0,29.7,48.0,492.0,2218.0,4.5,14.0,122.0,24.8,13.0,7.0,0.0,7.0,1.0,110.0
Falcons,Browns,1,23,2022,4,0,415.0,257.0,61.9,7.0,2927.0,17.0,9.0,87.7,148.0,35.7,37.0,5.0,37.0,228.0,559.0,2718.0,4.9,17.0,17.0,4.0,152.0,27.2,8.0,32.0,86.5,33.0,94.3,1.0,0.0,519.0,315.0,60.7,6.4,3336.0,20.0,11.0,166.0,32.0,34.0,488.0,2295.0,4.7,22.0,129.0,26.4,11.0,9.0,2.0,11.0,1.0,57.0
Browns,Falcons,0,20,2022,4,0,540.0,335.0,62.0,6.9,3710.0,19.0,12.0,84.9,182.0,33.7,44.0,5.0,44.0,266.0,532.0,2490.0,4.7,19.0,21.0,1.0,142.0,26.7,4.0,24.0,75.0,35.0,94.6,0.0,1.0,561.0,372.0,66.3,7.0,3942.0,26.0,10.0,200.0,35.6,21.0,500.0,2214.0,4.4,15.0,136.0,27.2,8.0,6.0,0.0,10.0,1.0,124.0
Ravens,Bills,1,20,2022,4,0,488.0,300.0,61.5,6.6,3202.0,19.0,13.0,82.5,149.0,30.5,33.0,6.0,38.0,162.0,526.0,2720.0,5.2,14.0,18.0,3.0,167.0,31.8,9.0,37.0,86.0,31.0,96.9,1.0,0.0,570.0,362.0,63.5,6.0,3433.0,21.0,17.0,181.0,31.8,40.0,387.0,1673.0,4.3,10.0,103.0,26.6,11.0,10.0,0.0,17.0,1.0,165.0
Bills,Ravens,0,23,2022,4,0,574.0,361.0,62.9,7.5,4291.0,35.0,14.0,95.8,212.0,36.9,51.0,12.0,33.0,162.0,430.0,2232.0,5.2,15.0,20.0,2.0,128.0,29.8,12.0,27.0,87.1,48.0,96.0,2.0,0.0,593.0,394.0,66.4,6.7,3947.0,20.0,14.0,206.0,34.7,48.0,406.0,1566.0,3.9,11.0,91.0,22.4,14.0,10.0,0.0,14.0,0.0,105.0
Cowboys,Commanders,1,25,2022,4,0,556.0,355.0,63.8,7.0,3911.0,28.0,18.0,87.9,194.0,34.9,50.0,5.0,27.0,175.0,531.0,2298.0,4.3,24.0,17.0,3.0,129.0,24.3,2.0,29.0,90.6,50.0,94.3,0.0,0.0,514.0,308.0,59.9,6.3,3252.0,26.0,9.0,155.0,30.2,43.0,441.0,1926.0,4.4,10.0,102.0,23.1,8.0,9.0,1.0,9.0,2.0,68.0
Commanders,Cowboys,0,10,2022,4,0,554.0,344.0,62.1,6.8,3783.0,24.0,16.0,84.7,184.0,33.2,46.0,10.0,48.0,311.0,538.0,2143.0,4.0,9.0,8.0,0.0,124.0,23.0,8.0,25.0,83.3,24.0,85.7,0.0,0.0,550.0,345.0,62.7,6.2,3415.0,23.0,16.0,174.0,31.6,54.0,497.0,2198.0,4.4,9.0,119.0,23.9,22.0,17.0,3.0,16.0,0.0,60.0
Lions,Seahawks,1,45,2022,4,0,588.0,383.0,65.1,7.6,4444.0,29.0,7.0,99.3,228.0,38.8,57.0,12.0,24.0,163.0,480.0,2179.0,4.5,23.0,12.0,7.0,114.0,23.8,5.0,24.0,80.0,47.0,95.9,0.0,1.0,547.0,343.0,62.7,6.6,3595.0,23.0,14.0,188.0,34.4,45.0,525.0,2554.0,4.9,21.0,130.0,24.8,18.0,11.0,0.0,14.0,1.0,163.0
Seahawks,Lions,0,48,2022,4,0,573.0,399.0,69.6,7.5,4282.0,30.0,12.0,100.0,206.0,36.0,50.0,6.0,46.0,348.0,425.0,2042.0,4.8,12.0,18.0,4.0,106.0,24.9,5.0,34.0,91.9,41.0,97.6,0.0,0.0,560.0,353.0,63.0,7.5,4179.0,26.0,12.0,209.0,37.3,39.0,477.0,2491.0,5.2,22.0,135.0,28.3,14.0,10.0,0.0,12.0,1.0,157.0
Texans,Chargers,1,24,2022,4,0,579.0,352.0,60.8,6.3,3642.0,20.0,19.0,76.8,159.0,27.5,55.0,7.0,38.0,298.0,398.0,1476.0,3.7,7.0,7.0,2.0,90.0,22.6,10.0,29.0,93.6,24.0,100.0,0.0,0.0,505.0,310.0,61.4,6.7,3406.0,24.0,14.0,175.0,34.6,40.0,457.0,2478.0,5.4,17.0,119.0,26.0,15.0,10.0,0.0,14.0,1.0,166.0
Chargers,Texans,0,34,2022,4,0,711.0,485.0,68.2,6.7,4791.0,26.0,10.0,93.3,232.0,32.6,50.0,7.0,39.0,207.0,404.0,1524.0,3.8,15.0,6.0,2.0,93.0,23.0,6.0,31.0,93.9,40.0,100.0,0.0,0.0,522.0,336.0,64.4,6.8,3558.0,15.0,16.0,196.0,37.6,39.0,573.0,2894.0,5.0,25.0,150.0,26.2,14.0,10.0,0.0,16.0,1.0,253.0
Colts,Titans,1,17,2022,4,0,604.0,398.0,65.9,6.4,3854.0,17.0,20.0,79.2,193.0,32.0,41.0,4.0,60.0,422.0,439.0,1866.0,4.2,8.0,9.0,1.0,91.0,20.7,8.0,32.0,82.0,23.0,100.0,0.0,0.0,671.0,439.0,65.4,7.0,4671.0,29.0,14.0,215.0,32.0,39.0,390.0,1307.0,3.4,9.0,93.0,23.8,11.0,6.0,0.0,14.0,1.0,149.0
Titans,Colts,0,24,2022,4,0,456.0,285.0,62.5,7.1,3227.0,16.0,11.0,85.3,153.0,33.6,41.0,11.0,49.0,313.0,487.0,2131.0,4.4,16.0,13.0,4.0,104.0,21.4,7.0,20.0,83.3,32.0,97.0,0.0,0.0,537.0,365.0,68.0,6.6,3569.0,25.0,10.0,184.0,34.3,44.0,511.0,2109.0,4.1,20.0,127.0,24.8,14.0,11.0,0.0,10.0,2.0,141.0
Giants,Bears,1,20,2022,4,0,520.0,346.0,66.5,6.6,3431.0,17.0,6.0,91.1,170.0,32.7,28.0,5.0,49.0,274.0,520.0,2519.0,4.8,21.0,15.0,2.0,150.0,28.8,5.0,29.0,90.6,32.0,94.1,0.0,0.0,481.0,323.0,67.2,7.7,3716.0,22.0,14.0,184.0,38.2,20.0,542.0,2674.0,4.9,31.0,151.0,27.9,14.0,9.0,0.0,14.0,0.0,201.0
Bears,Giants,0,12,2022,4,0,377.0,223.0,59.2,6.9,2598.0,19.0,15.0,80.3,109.0,28.9,38.0,7.0,58.0,379.0,558.0,3014.0,5.4,18.0,20.0,8.0,148.0,26.5,10.0,25.0,92.6,27.0,84.4,0.0,0.0,568.0,349.0,61.4,6.4,3638.0,21.0,6.0,200.0,35.2,41.0,469.0,2451.0,5.2,16.0,134.0,28.6,20.0,13.0,1.0,6.0,1.0,97.0
Eagles,Jaguars,1,29,2022,4,0,536.0,350.0,65.3,8.1,4364.0,25.0,9.0,99.0,195.0,36.4,63.0,13.0,44.0,259.0,544.0,2509.0,4.6,32.0,17.0,2.0,161.0,29.6,7.0,22.0,88.0,53.0,96.4,0.0,0.0,601.0,385.0,64.1,6.8,4055.0,25.0,14.0,211.0,35.1,35.0,470.0,1951.0,4.2,14.0,114.0,24.3,17.0,13.0,2.0,14.0,2.0,232.0
Jaguars,Eagles,0,21,2022,4,0,596.0,394.0,66.1,7.0,4148.0,25.0,9.0,93.9,208.0,34.9,55.0,3.0,28.0,189.0,448.0,2116.0,4.7,16.0,15.0,6.0,114.0,25.4,9.0,30.0,85.7,36.0,97.3,0.0,0.0,556.0,350.0,63.0,5.5,3057.0,22.0,17.0,186.0,33.4,70.0,446.0,2068.0,4.6,15.0,115.0,25.8,15.0,10.0,0.0,17.0,2.0,186.0
Steelers,Jets,1,20,2022,4,0,571.0,364.0,63.8,6.4,3661.0,12.0,14.0,78.7,189.0,33.1,44.0,3.0,38.0,250.0,500.0,2073.0,4.2,16.0,8.0,0.0,129.0,25.8,6.0,28.0,73.7,22.0,100.0,0.0,0.0,556.0,347.0,62.4,5.8,3220.0,15.0,12.0,166.0,29.9,45.0,492.0,2068.0,4.2,14.0,117.0,23.8,11.0,4.0,0.0,12.0,0.0,69.0
Jets,Steelers,0,24,2022,4,0,627.0,357.0,56.9,6.4,4040.0,15.0,14.0,75.0,191.0,30.5,47.0,10.0,42.0,317.0,405.0,1686.0,4.2,13.0,11.0,2.0,79.0,19.5,4.0,30.0,81.1,28.0,96.6,0.0,0.0,542.0,332.0,61.2,7.0,3779.0,29.0,20.0,196.0,36.2,40.0,442.0,1838.0,4.2,7.0,95.0,21.5,9.0,3.0,0.0,20.0,1.0,152.0
Panthers,Cardinals,1,16,2022,4,0,457.0,267.0,58.4,7.1,3246.0,16.0,13.0,80.2,138.0,30.2,49.0,12.0,36.0,250.0,483.0,2210.0,4.6,16.0,15.0,3.0,119.0,24.6,10.0,33.0,94.3,30.0,93.8,0.0,0.0,593.0,414.0,69.8,6.6,3915.0,29.0,11.0,218.0,36.8,36.0,446.0,2016.0,4.5,21.0,124.0,27.8,12.0,9.0,2.0,11.0,3.0,246.0
Cardinals,Panthers,0,26,2022,4,0,664.0,433.0,65.2,6.0,3966.0,17.0,17.0,79.2,189.0,28.5,40.0,3.0,46.0,340.0,434.0,1873.0,4.3,15.0,9.0,2.0,115.0,26.5,11.0,26.0,86.7,21.0,87.5,0.0,0.0,580.0,383.0,66.0,6.7,3868.0,25.0,10.0,194.0,33.4,35.0,488.0,2085.0,4.3,17.0,125.0,25.6,9.0,6.0,1.0,10.0,2.0,189.0
Packers,Patriots,1,27,2022,4,0,563.0,364.0,64.6,6.9,3890.0,27.0,12.0,91.9,186.0,33.0,55.0,7.0,32.0,258.0,456.0,2113.0,4.6,12.0,10.0,1.0,116.0,25.4,5.0,25.0,86.2,37.0,94.9,1.0,0.0,596.0,364.0,61.1,6.2,3681.0,28.0,19.0,194.0,32.6,54.0,441.0,1793.0,4.1,7.0,90.0,20.4,13.0,11.0,2.0,19.0,5.0,383.0
Patriots,Packers,0,24,2022,4,0,540.0,358.0,66.3,7.1,3815.0,19.0,14.0,87.7,166.0,30.7,57.0,9.0,41.0,279.0,425.0,1812.0,4.3,12.0,11.0,2.0,98.0,23.1,8.0,32.0,86.5,32.0,91.4,0.0,1.0,478.0,314.0,65.7,7.0,3349.0,22.0,17.0,163.0,34.1,34.0,479.0,2372.0,5.0,18.0,129.0,26.9,12.0,7.0,0.0,17.0,2.0,351.0
Raiders,Broncos,1,32,2022,4,0,586.0,359.0,61.3,7.1,4182.0,28.0,17.0,86.7,193.0,32.9,58.0,10.0,35.0,248.0,428.0,2059.0,4.8,12.0,9.0,2.0,122.0,28.5,5.0,34.0,91.9,35.0,97.2,0.0,0.0,605.0,392.0,64.8,5.9,3574.0,20.0,15.0,180.0,29.8,36.0,438.0,1866.0,4.3,12.0,109.0,24.9,16.0,8.0,0.0,15.0,0.0,89.0
Broncos,Raiders,0,23,2022,4,0,571.0,345.0,60.4,7.0,4007.0,18.0,15.0,81.2,166.0,29.1,55.0,12.0,63.0,415.0,444.0,1935.0,4.4,11.0,7.0,1.0,105.0,23.6,10.0,28.0,77.8,25.0,92.6,0.0,0.0,590.0,399.0,67.6,7.0,4129.0,25.0,6.0,206.0,34.9,27.0,460.0,2087.0,4.5,20.0,126.0,27.4,10.0,7.0,2.0,6.0,1.0,141.0
Buccaneers,Chiefs,1,31,2022,4,0,751.0,499.0,66.4,6.3,4746.0,26.0,10.0,89.8,240.0,32.0,50.0,8.0,22.0,160.0,386.0,1308.0,3.4,5.0,3.0,0.0,79.0,20.5,5.0,31.0,81.6,24.0,96.0,0.0,0.0,619.0,408.0,65.9,6.1,3756.0,33.0,11.0,207.0,33.4,55.0,419.0,1823.0,4.4,10.0,102.0,24.3,12.0,9.0,0.0,11.0,2.0,225.0
Chiefs,Buccaneers,0,41,2022,4,0,651.0,435.0,66.8,8.1,5250.0,41.0,12.0,104.7,272.0,41.8,73.0,13.0,26.0,188.0,417.0,1970.0,4.7,18.0,10.0,1.0,105.0,25.2,8.0,21.0,75.0,42.0,89.4,0.0,0.0,570.0,364.0,63.9,6.1,3461.0,29.0,10.0,186.0,32.6,45.0,458.0,2052.0,4.5,12.0,103.0,22.5,12.0,10.0,0.0,10.0,1.0,140.0
49ers,Rams,1,24,2022,4,0,512.0,338.0,66.0,7.9,4049.0,30.0,9.0,102.2,188.0,36.7,56.0,6.0,31.0,193.0,504.0,2360.0,4.7,20.0,19.0,4.0,132.0,26.2,7.0,27.0,84.4,51.0,96.2,0.0,0.0,556.0,375.0,67.4,6.9,3842.0,23.0,16.0,203.0,36.5,38.0,455.0,1956.0,4.3,12.0,106.0,23.3,10.0,6.0,0.0,16.0,1.0,240.0
Rams,49ers,0,9,2022,4,0,531.0,347.0,65.4,6.6,3506.0,16.0,15.0,82.3,181.0,34.1,38.0,4.0,59.0,398.0,411.0,1661.0,4.0,15.0,8.0,1.0,89.0,21.6,5.0,28.0,93.3,31.0,96.9,0.0,0.0,593.0,389.0,65.6,6.4,3789.0,20.0,20.0,188.0,31.7,44.0,389.0,1321.0,3.4,11.0,77.0,19.8,16.0,10.0,1.0,20.0,2.0,305.0
Broncos,Colts,1,9,2022,5,0,571.0,345.0,60.4,7.0,4007.0,18.0,15.0,81.2,166.0,29.1,55.0,12.0,63.0,415.0,444.0,1935.0,4.4,11.0,7.0,1.0,105.0,23.6,10.0,28.0,77.8,25.0,92.6,0.0,0.0,537.0,365.0,68.0,6.6,3569.0,25.0,10.0,184.0,34.3,44.0,511.0,2109.0,4.1,20.0,127.0,24.8,14.0,11.0,0.0,10.0,2.0,141.0
Colts,Broncos,0,12,2022,5,0,604.0,398.0,65.9,6.4,3854.0,17.0,20.0,79.2,193.0,32.0,41.0,4.0,60.0,422.0,439.0,1866.0,4.2,8.0,9.0,1.0,91.0,20.7,8.0,32.0,82.0,23.0,100.0,0.0,0.0,605.0,392.0,64.8,5.9,3574.0,20.0,15.0,180.0,29.8,36.0,438.0,1866.0,4.3,12.0,109.0,24.9,16.0,8.0,0.0,15.0,0.0,89.0
Packers,Giants,1,22,2022,5,0,563.0,364.0,64.6,6.9,3890.0,27.0,12.0,91.9,186.0,33.0,55.0,7.0,32.0,258.0,456.0,2113.0,4.6,12.0,10.0,1.0,116.0,25.4,5.0,25.0,86.2,37.0,94.9,1.0,0.0,568.0,349.0,61.4,6.4,3638.0,21.0,6.0,200.0,35.2,41.0,469.0,2451.0,5.2,16.0,134.0,28.6,20.0,13.0,1.0,6.0,1.0,97.0
Giants,Packers,0,27,2022,5,0,520.0,346.0,66.5,6.6,3431.0,17.0,6.0,91.1,170.0,32.7,28.0,5.0,49.0,274.0,520.0,2519.0,4.8,21.0,15.0,2.0,150.0,28.8,5.0,29.0,90.6,32.0,94.1,0.0,0.0,478.0,314.0,65.7,7.0,3349.0,22.0,17.0,163.0,34.1,34.0,479.0,2372.0,5.0,18.0,129.0,26.9,12.0,7.0,0.0,17.0,2.0,351.0
Bills,Steelers,1,38,2022,5,0,574.0,361.0,62.9,7.5,4291.0,35.0,14.0,95.8,212.0,36.9,51.0,12.0,33.0,162.0,430.0,2232.0,5.2,15.0,20.0,2.0,128.0,29.8,12.0,27.0,87.1,48.0,96.0,2.0,0.0,542.0,332.0,61.2,7.0,3779.0,29.0,20.0,196.0,36.2,40.0,442.0,1838.0,4.2,7.0,95.0,21.5,9.0,3.0,0.0,20.0,1.0,152.0
Steelers,Bills,0,3,2022,5,0,571.0,364.0,63.8,6.4,3661.0,12.0,14.0,78.7,189.0,33.1,44.0,3.0,38.0,250.0,500.0,2073.0,4.2,16.0,8.0,0.0,129.0,25.8,6.0,28.0,73.7,22.0,100.0,0.0,0.0,570.0,362.0,63.5,6.0,3433.0,21.0,17.0,181.0,31.8,40.0,387.0,1673.0,4.3,10.0,103.0,26.6,11.0,10.0,0.0,17.0,1.0,165.0
Browns,Chargers,1,28,2022,5,0,540.0,335.0,62.0,6.9,3710.0,19.0,12.0,84.9,182.0,33.7,44.0,5.0,44.0,266.0,532.0,2490.0,4.7,19.0,21.0,1.0,142.0,26.7,4.0,24.0,75.0,35.0,94.6,0.0,1.0,505.0,310.0,61.4,6.7,3406.0,24.0,14.0,175.0,34.6,40.0,457.0,2478.0,5.4,17.0,119.0,26.0,15.0,10.0,0.0,14.0,1.0,166.0
Chargers,Browns,0,30,2022,5,0,711.0,485.0,68.2,6.7,4791.0,26.0,10.0,93.3,232.0,32.6,50.0,7.0,39.0,207.0,404.0,1524.0,3.8,15.0,6.0,2.0,93.0,23.0,6.0,31.0,93.9,40.0,100.0,0.0,0.0,519.0,315.0,60.7,6.4,3336.0,20.0,11.0,166.0,32.0,34.0,488.0,2295.0,4.7,22.0,129.0,26.4,11.0,9.0,2.0,11.0,1.0,57.0
Jaguars,Texans,1,6,2022,5,0,596.0,394.0,66.1,7.0,4148.0,25.0,9.0,93.9,208.0,34.9,55.0,3.0,28.0,189.0,448.0,2116.0,4.7,16.0,15.0,6.0,114.0,25.4,9.0,30.0,85.7,36.0,97.3,0.0,0.0,522.0,336.0,64.4,6.8,3558.0,15.0,16.0,196.0,37.6,39.0,573.0,2894.0,5.0,25.0,150.0,26.2,14.0,10.0,0.0,16.0,1.0,253.0
Texans,Jaguars,0,13,2022,5,0,579.0,352.0,60.8,6.3,3642.0,20.0,19.0,76.8,159.0,27.5,55.0,7.0,38.0,298.0,398.0,1476.0,3.7,7.0,7.0,2.0,90.0,22.6,10.0,29.0,93.6,24.0,100.0,0.0,0.0,601.0,385.0,64.1,6.8,4055.0,25.0,14.0,211.0,35.1,35.0,470.0,1951.0,4.2,14.0,114.0,24.3,17.0,13.0,2.0,14.0,2.0,232.0
Vikings,Bears,1,29,2022,5,0,672.0,448.0,66.7,7.2,4818.0,30.0,15.0,93.1,244.0,36.3,50.0,10.0,47.0,334.0,404.0,1661.0,4.1,18.0,5.0,3.0,93.0,23.0,5.0,26.0,78.8,40.0,87.0,1.0,0.0,481.0,323.0,67.2,7.7,3716.0,22.0,14.0,184.0,38.2,20.0,542.0,2674.0,4.9,31.0,151.0,27.9,14.0,9.0,0.0,14.0,0.0,201.0
Bears,Vikings,0,22,2022,5,0,377.0,223.0,59.2,6.9,2598.0,19.0,15.0,80.3,109.0,28.9,38.0,7.0,58.0,379.0,558.0,3014.0,5.4,18.0,20.0,8.0,148.0,26.5,10.0,25.0,92.6,27.0,84.4,0.0,0.0,617.0,408.0,66.1,7.3,4515.0,23.0,15.0,224.0,36.3,38.0,463.0,2093.0,4.5,18.0,113.0,24.4,11.0,10.0,1.0,15.0,0.0,186.0
Patriots,Lions,1,29,2022,5,0,540.0,358.0,66.3,7.1,3815.0,19.0,14.0,87.7,166.0,30.7,57.0,9.0,41.0,279.0,425.0,1812.0,4.3,12.0,11.0,2.0,98.0,23.1,8.0,32.0,86.5,32.0,91.4,0.0,1.0,560.0,353.0,63.0,7.5,4179.0,26.0,12.0,209.0,37.3,39.0,477.0,2491.0,5.2,22.0,135.0,28.3,14.0,10.0,0.0,12.0,1.0,157.0
Lions,Patriots,0,0,2022,5,0,588.0,383.0,65.1,7.6,4444.0,29.0,7.0,99.3,228.0,38.8,57.0,12.0,24.0,163.0,480.0,2179.0,4.5,23.0,12.0,7.0,114.0,23.8,5.0,24.0,80.0,47.0,95.9,0.0,1.0,596.0,364.0,61.1,6.2,3681.0,28.0,19.0,194.0,32.6,54.0,441.0,1793.0,4.1,7.0,90.0,20.4,13.0,11.0,2.0,19.0,5.0,383.0
Saints,Seahawks,1,39,2022,5,0,512.0,338.0,66.0,7.8,3969.0,24.0,14.0,93.6,181.0,35.4,45.0,13.0,38.0,277.0,465.0,1982.0,4.3,12.0,7.0,3.0,103.0,22.2,8.0,23.0,74.2,33.0,100.0,0.0,0.0,547.0,343.0,62.7,6.6,3595.0,23.0,14.0,188.0,34.4,45.0,525.0,2554.0,4.9,21.0,130.0,24.8,18.0,11.0,0.0,14.0,1.0,163.0
Seahawks,Saints,0,32,2022,5,0,573.0,399.0,69.6,7.5,4282.0,30.0,12.0,100.0,206.0,36.0,50.0,6.0,46.0,348.0,425.0,2042.0,4.8,12.0,18.0,4.0,106.0,24.9,5.0,34.0,91.9,41.0,97.6,0.0,0.0,536.0,322.0,60.1,5.8,3134.0,17.0,7.0,159.0,29.7,48.0,492.0,2218.0,4.5,14.0,122.0,24.8,13.0,7.0,0.0,7.0,1.0,110.0
Jets,Dolphins,1,40,2022,5,0,627.0,357.0,56.9,6.4,4040.0,15.0,14.0,75.0,191.0,30.5,47.0,10.0,42.0,317.0,405.0,1686.0,4.2,13.0,11.0,2.0,79.0,19.5,4.0,30.0,81.1,28.0,96.6,0.0,0.0,624.0,416.0,66.7,6.4,3992.0,27.0,8.0,200.0,32.0,40.0,422.0,1751.0,4.2,15.0,98.0,23.2,13.0,6.0,2.0,8.0,0.0,115.0
Dolphins,Jets,0,17,2022,5,0,584.0,368.0,63.0,8.2,4765.0,30.0,15.0,95.0,220.0,37.7,62.0,14.0,35.0,254.0,390.0,1686.0,4.3,12.0,10.0,1.0,93.0,23.8,5.0,26.0,81.2,41.0,93.2,0.0,0.0,556.0,347.0,62.4,5.8,3220.0,15.0,12.0,166.0,29.9,45.0,492.0,2068.0,4.2,14.0,117.0,23.8,11.0,4.0,0.0,12.0,0.0,69.0
Buccaneers,Falcons,1,21,2022,5,0,751.0,499.0,66.4,6.3,4746.0,26.0,10.0,89.8,240.0,32.0,50.0,8.0,22.0,160.0,386.0,1308.0,3.4,5.0,3.0,0.0,79.0,20.5,5.0,31.0,81.6,24.0,96.0,0.0,0.0,561.0,372.0,66.3,7.0,3942.0,26.0,10.0,200.0,35.6,21.0,500.0,2214.0,4.4,15.0,136.0,27.2,8.0,6.0,0.0,10.0,1.0,124.0
